user_id,temperature,rain_chance,wind_speed,top_id,top_name,bottom_id,bottom_name,score
1,29.6,99.9,6.2,1,Coat,10,Shorts,3.14
1,29.6,99.9,6.2,3,Sweater,10,Shorts,3.03
1,29.6,99.9,6.2,3,Sweater,8,Shorts,3.01
1,29.6,99.9,6.2,5,T-shirt,10,Shorts,2.71
1,29.6,99.9,6.2,1,Coat,8,Shorts,2.7
2,24.3,18.6,12.0,13,Sweatshirt,21,Skirt,1.33
2,24.3,18.6,12.0,15,Shirt,21,Skirt,1.31
2,24.3,18.6,12.0,12,Coat,21,Skirt,1.21
2,24.3,18.6,12.0,16,Sweater,21,Skirt,1.2
2,24.3,18.6,12.0,23,Jacket,21,Skirt,1.2
3,29.5,5.3,21.8,34,Shirt,38,Trousers,2.13
3,29.5,5.3,21.8,36,T-shirt,38,Trousers,2.1
3,29.5,5.3,21.8,32,Coat,38,Trousers,2.1
3,29.5,5.3,21.8,33,Sweatshirt,38,Trousers,1.53
3,29.5,5.3,21.8,35,Sweater,38,Trousers,1.53
4,25.5,69.3,24.2,44,Coat,48,Trousers,2.72
4,25.5,69.3,24.2,44,Coat,50,Skirt,2.55
4,25.5,69.3,24.2,44,Coat,52,Skirt,2.4
4,25.5,69.3,24.2,44,Coat,53,Skirt,2.16
4,25.5,69.3,24.2,44,Coat,49,Skirt,2.14
5,11.0,31.8,3.7,56,Jacket,59,Shorts,2.97
5,11.0,31.8,3.7,54,Sweatshirt,60,Trousers,2.87
5,11.0,31.8,3.7,54,Sweatshirt,59,Shorts,2.72
5,11.0,31.8,3.7,54,Sweatshirt,61,Skirt,2.56
5,11.0,31.8,3.7,54,Sweatshirt,62,Trousers,2.54
6,5.9,90.5,18.9,76,Coat,75,Trousers,3.26
6,5.9,90.5,18.9,69,Sweatshirt,81,Shorts,3.1
6,5.9,90.5,18.9,69,Sweatshirt,74,Skirt,3.09
6,5.9,90.5,18.9,66,Sweater,75,Trousers,3.09
6,5.9,90.5,18.9,76,Coat,81,Shorts,2.97
7,17.3,16.1,19.4,84,Sweater,89,Skirt,1.02
7,17.3,16.1,19.4,85,Blazer,89,Skirt,0.92
7,17.3,16.1,19.4,84,Sweater,92,Trousers,0.72
7,17.3,16.1,19.4,85,Blazer,93,Trousers,0.63
7,17.3,16.1,19.4,86,Blazer,89,Skirt,0.62
8,12.9,32.8,12.5,98,T-shirt,102,Trousers,2.71
8,12.9,32.8,12.5,98,T-shirt,103,Shorts,2.68
8,12.9,32.8,12.5,108,Blazer,102,Trousers,2.56
8,12.9,32.8,12.5,108,Blazer,103,Shorts,2.53
8,12.9,32.8,12.5,95,Blazer,102,Trousers,2.45
9,1.5,19.1,16.7,110,Sweatshirt,118,Skirt,4.43
9,1.5,19.1,16.7,110,Sweatshirt,119,Shorts,4.18
9,1.5,19.1,16.7,124,Shirt,118,Skirt,4.01
9,1.5,19.1,16.7,110,Sweatshirt,116,Trousers,3.99
9,1.5,19.1,16.7,110,Sweatshirt,117,Trousers,3.98
10,-4.6,3.8,1.9,128,Sweater,137,Shorts,4.19
10,-4.6,3.8,1.9,128,Sweater,135,Skirt,4.19
10,-4.6,3.8,1.9,127,Coat,135,Skirt,4.18
10,-4.6,3.8,1.9,126,Blazer,137,Shorts,4.0
10,-4.6,3.8,1.9,127,Coat,137,Shorts,3.91
11,27.9,7.6,15.3,141,Sweatshirt,145,Trousers,2.73
11,27.9,7.6,15.3,143,Jacket,145,Trousers,2.43
11,27.9,7.6,15.3,141,Sweatshirt,147,Shorts,2.13
11,27.9,7.6,15.3,139,Coat,145,Trousers,2.1
11,27.9,7.6,15.3,143,Jacket,147,Shorts,1.83
12,16.6,23.2,5.6,152,Blazer,154,Shorts,1.06
12,16.6,23.2,5.6,149,T-shirt,154,Shorts,0.94
12,16.6,23.2,5.6,153,Jacket,154,Shorts,0.94
12,16.6,23.2,5.6,151,Shirt,154,Shorts,0.91
12,16.6,23.2,5.6,149,T-shirt,155,Trousers,0.9
13,5.5,36.6,10.7,173,T-shirt,164,Trousers,2.55
13,5.5,36.6,10.7,173,T-shirt,167,Shorts,2.54
13,5.5,36.6,10.7,173,T-shirt,168,Shorts,2.52
13,5.5,36.6,10.7,173,T-shirt,165,Skirt,2.4
13,5.5,36.6,10.7,173,T-shirt,166,Skirt,2.39
14,26.8,1.9,28.7,187,Coat,179,Trousers,3.63
14,26.8,1.9,28.7,187,Coat,182,Shorts,3.6
14,26.8,1.9,28.7,190,Jacket,179,Trousers,3.15
14,26.8,1.9,28.7,187,Coat,181,Trousers,3.13
14,26.8,1.9,28.7,177,Jacket,182,Shorts,3.12
15,-1.7,47.4,24.4,193,Coat,197,Shorts,4.9
15,-1.7,47.4,24.4,205,Blazer,197,Shorts,4.5
15,-1.7,47.4,24.4,202,Blazer,197,Shorts,4.2
15,-1.7,47.4,24.4,192,Jacket,197,Shorts,4.2
15,-1.7,47.4,24.4,206,Jacket,197,Shorts,4.2
16,-4.8,93.0,28.5,210,Coat,214,Trousers,5.07
16,-4.8,93.0,28.5,208,Blazer,214,Trousers,4.49
16,-4.8,93.0,28.5,221,Blazer,214,Trousers,4.49
16,-4.8,93.0,28.5,210,Coat,216,Skirt,4.48
16,-4.8,93.0,28.5,220,Sweater,214,Trousers,4.47
17,12.2,3.3,17.1,225,Shirt,233,Trousers,2.26
17,12.2,3.3,17.1,227,Blazer,233,Trousers,2.24
17,12.2,3.3,17.1,225,Shirt,229,Shorts,2.14
17,12.2,3.3,17.1,227,Blazer,229,Shorts,2.13
17,12.2,3.3,17.1,223,T-shirt,233,Trousers,1.96
18,4.1,47.9,1.6,245,Sweatshirt,239,Skirt,4.21
18,4.1,47.9,1.6,235,Shirt,243,Skirt,4.03
18,4.1,47.9,1.6,245,Sweatshirt,243,Skirt,3.93
18,4.1,47.9,1.6,246,Blazer,239,Skirt,3.91
18,4.1,47.9,1.6,245,Sweatshirt,242,Trousers,3.91
19,21.8,53.7,13.2,265,Jacket,258,Skirt,2.5
19,21.8,53.7,13.2,265,Jacket,260,Shorts,1.8
19,21.8,53.7,13.2,256,Sweatshirt,258,Skirt,1.8
19,21.8,53.7,13.2,265,Jacket,266,Trousers,1.79
19,21.8,53.7,13.2,254,Sweatshirt,266,Trousers,1.61
20,28.4,65.9,26.5,272,Jacket,278,Skirt,4.04
20,28.4,65.9,26.5,270,Blazer,278,Skirt,3.02
20,28.4,65.9,26.5,271,Coat,278,Skirt,3.02
20,28.4,65.9,26.5,273,Coat,278,Skirt,3.02
20,28.4,65.9,26.5,272,Jacket,279,Skirt,2.73
21,10.8,40.6,24.8,294,Jacket,288,Shorts,2.8
21,10.8,40.6,24.8,293,Sweatshirt,291,Shorts,2.52
21,10.8,40.6,24.8,281,Jacket,291,Shorts,2.51
21,10.8,40.6,24.8,292,Sweatshirt,291,Shorts,2.51
21,10.8,40.6,24.8,285,Shirt,297,Skirt,2.49
22,21.9,1.4,17.7,315,Sweater,307,Shorts,1.32
22,21.9,1.4,17.7,300,Jacket,306,Skirt,1.16
22,21.9,1.4,17.7,311,Coat,306,Skirt,1.15
22,21.9,1.4,17.7,301,Coat,307,Shorts,1.03
22,21.9,1.4,17.7,302,Coat,304,Shorts,1.01
23,14.9,6.6,14.1,321,Jacket,322,Shorts,2.42
23,14.9,6.6,14.1,319,T-shirt,322,Shorts,2.22
23,14.9,6.6,14.1,321,Jacket,326,Shorts,2.13
23,14.9,6.6,14.1,321,Jacket,324,Trousers,2.13
23,14.9,6.6,14.1,321,Jacket,323,Skirt,2.12
24,17.5,51.5,12.1,329,T-shirt,335,Shorts,1.29
24,17.5,51.5,12.1,330,Sweatshirt,332,Trousers,1.2
24,17.5,51.5,12.1,330,Sweatshirt,336,Shorts,1.2
24,17.5,51.5,12.1,329,T-shirt,332,Trousers,1.19
24,17.5,51.5,12.1,329,T-shirt,336,Shorts,1.19
25,25.9,42.0,11.8,349,Sweater,353,Trousers,2.86
25,25.9,42.0,11.8,349,Sweater,352,Trousers,2.85
25,25.9,42.0,11.8,349,Sweater,357,Trousers,2.56
25,25.9,42.0,11.8,345,Coat,353,Trousers,2.43
25,25.9,42.0,11.8,349,Sweater,356,Trousers,2.42
26,11.7,8.0,23.1,364,Coat,370,Shorts,2.24
26,11.7,8.0,23.1,363,Blazer,370,Shorts,2.23
26,11.7,8.0,23.1,362,T-shirt,370,Shorts,2.14
26,11.7,8.0,23.1,362,T-shirt,367,Trousers,2.13
26,11.7,8.0,23.1,364,Coat,366,Shorts,1.92
27,5.9,36.3,18.2,386,Shirt,384,Trousers,3.02
27,5.9,36.3,18.2,387,Jacket,384,Trousers,2.82
27,5.9,36.3,18.2,377,Shirt,384,Trousers,2.73
27,5.9,36.3,18.2,385,Sweater,384,Trousers,2.54
27,5.9,36.3,18.2,374,Sweater,384,Trousers,2.43
28,21.9,36.3,5.9,392,Blazer,394,Trousers,1.86
28,21.9,36.3,5.9,392,Blazer,395,Trousers,1.84
28,21.9,36.3,5.9,392,Blazer,397,Shorts,1.25
28,21.9,36.3,5.9,392,Blazer,398,Skirt,1.25
28,21.9,36.3,5.9,392,Blazer,396,Shorts,1.24
29,2.6,19.6,10.2,402,Blazer,406,Shorts,3.92
29,2.6,19.6,10.2,402,Blazer,407,Trousers,3.87
29,2.6,19.6,10.2,402,Blazer,408,Shorts,3.61
29,2.6,19.6,10.2,402,Blazer,405,Shorts,3.34
29,2.6,19.6,10.2,403,Blazer,406,Shorts,3.33
30,21.0,5.9,23.7,420,Sweatshirt,414,Shorts,1.03
30,21.0,5.9,23.7,425,Sweater,414,Shorts,1.03
30,21.0,5.9,23.7,411,Sweatshirt,414,Shorts,1.02
30,21.0,5.9,23.7,412,Sweater,414,Shorts,1.01
30,21.0,5.9,23.7,423,Shirt,426,Skirt,1.0
31,26.6,3.1,17.5,430,Coat,432,Trousers,2.95
31,26.6,3.1,17.5,431,Coat,432,Trousers,2.82
31,26.6,3.1,17.5,427,Coat,432,Trousers,2.68
31,26.6,3.1,17.5,445,Blazer,432,Trousers,2.5
31,26.6,3.1,17.5,430,Coat,433,Trousers,2.4
32,11.3,40.3,19.9,462,Shirt,455,Trousers,2.82
32,11.3,40.3,19.9,449,Shirt,457,Shorts,2.51
32,11.3,40.3,19.9,449,Shirt,455,Trousers,2.39
32,11.3,40.3,19.9,462,Shirt,451,Shorts,2.38
32,11.3,40.3,19.9,462,Shirt,454,Shorts,2.37
33,-4.5,5.9,4.9,467,Jacket,472,Skirt,4.64
33,-4.5,5.9,4.9,467,Jacket,471,Shorts,4.48
33,-4.5,5.9,4.9,467,Jacket,473,Skirt,4.04
33,-4.5,5.9,4.9,468,Coat,471,Shorts,3.88
33,-4.5,5.9,4.9,465,Sweatshirt,471,Shorts,3.85
34,23.1,81.1,13.7,478,Blazer,485,Shorts,1.8
34,23.1,81.1,13.7,477,Blazer,485,Shorts,1.74
34,23.1,81.1,13.7,478,Blazer,486,Skirt,1.65
34,23.1,81.1,13.7,478,Blazer,482,Skirt,1.53
34,23.1,81.1,13.7,480,Sweatshirt,485,Shorts,1.5
35,7.5,13.2,29.2,488,Jacket,497,Trousers,2.82
35,7.5,13.2,29.2,488,Jacket,495,Skirt,2.72
35,7.5,13.2,29.2,499,Sweatshirt,495,Skirt,2.71
35,7.5,13.2,29.2,492,Sweatshirt,495,Skirt,2.71
35,7.5,13.2,29.2,491,Jacket,495,Skirt,2.69
36,0.4,45.7,16.7,505,Jacket,509,Shorts,4.17
36,0.4,45.7,16.7,505,Jacket,514,Trousers,3.9
36,0.4,45.7,16.7,504,Coat,514,Trousers,3.88
36,0.4,45.7,16.7,504,Coat,511,Trousers,3.76
36,0.4,45.7,16.7,505,Jacket,511,Trousers,3.63
37,25.1,24.9,27.1,527,Coat,525,Trousers,3.11
37,25.1,24.9,27.1,528,Sweatshirt,524,Trousers,2.8
37,25.1,24.9,27.1,527,Coat,524,Trousers,2.69
37,25.1,24.9,27.1,529,Jacket,524,Trousers,2.66
37,25.1,24.9,27.1,527,Coat,521,Skirt,2.4
38,0.0,52.2,3.4,538,Sweater,548,Skirt,4.61
38,0.0,52.2,3.4,538,Sweater,540,Trousers,4.48
38,0.0,52.2,3.4,538,Sweater,542,Shorts,4.46
38,0.0,52.2,3.4,534,Jacket,540,Trousers,4.32
38,0.0,52.2,3.4,538,Sweater,541,Skirt,4.2
39,12.6,79.6,8.5,554,Sweatshirt,560,Skirt,2.84
39,12.6,79.6,8.5,555,T-shirt,560,Skirt,2.69
39,12.6,79.6,8.5,558,Blazer,561,Trousers,2.53
39,12.6,79.6,8.5,556,Blazer,561,Trousers,2.52
39,12.6,79.6,8.5,558,Blazer,560,Skirt,2.43
40,2.4,90.0,27.7,567,Jacket,574,Shorts,5.63
40,2.4,90.0,27.7,566,Sweatshirt,572,Skirt,5.43
40,2.4,90.0,27.7,566,Sweatshirt,569,Skirt,5.42
40,2.4,90.0,27.7,566,Sweatshirt,573,Trousers,5.41
40,2.4,90.0,27.7,567,Jacket,572,Skirt,5.4
41,18.8,19.5,8.5,579,Blazer,583,Skirt,1.06
41,18.8,19.5,8.5,576,Blazer,583,Skirt,1.05
41,18.8,19.5,8.5,588,Coat,583,Skirt,1.04
41,18.8,19.5,8.5,578,Coat,583,Skirt,1.04
41,18.8,19.5,8.5,586,Sweatshirt,584,Trousers,1.03
42,1.6,85.6,8.0,595,Jacket,602,Skirt,5.7
42,1.6,85.6,8.0,595,Jacket,600,Skirt,5.21
42,1.6,85.6,8.0,595,Jacket,599,Skirt,5.11
42,1.6,85.6,8.0,595,Jacket,598,Skirt,4.81
42,1.6,85.6,8.0,595,Jacket,605,Trousers,4.8
43,23.7,3.2,24.1,620,Sweatshirt,621,Trousers,1.02
43,23.7,3.2,24.1,620,Sweatshirt,614,Shorts,1.01
43,23.7,3.2,24.1,618,Shirt,623,Shorts,0.99
43,23.7,3.2,24.1,620,Sweatshirt,623,Shorts,0.89
43,23.7,3.2,24.1,620,Sweatshirt,622,Trousers,0.88
44,1.3,8.4,3.0,627,Coat,629,Trousers,4.92
44,1.3,8.4,3.0,627,Coat,630,Skirt,4.62
44,1.3,8.4,3.0,627,Coat,632,Trousers,4.61
44,1.3,8.4,3.0,627,Coat,631,Skirt,4.18
44,1.3,8.4,3.0,627,Coat,633,Shorts,4.18
45,21.8,60.5,7.8,638,Jacket,647,Shorts,1.17
45,21.8,60.5,7.8,638,Jacket,641,Skirt,1.16
45,21.8,60.5,7.8,638,Jacket,644,Trousers,0.92
45,21.8,60.5,7.8,638,Jacket,645,Trousers,0.91
45,21.8,60.5,7.8,638,Jacket,642,Trousers,0.9
46,10.0,44.5,6.5,649,Blazer,653,Trousers,2.51
46,10.0,44.5,6.5,652,Sweatshirt,653,Trousers,2.43
46,10.0,44.5,6.5,651,Sweater,653,Trousers,2.4
46,10.0,44.5,6.5,650,Coat,653,Trousers,2.4
46,10.0,44.5,6.5,651,Sweater,654,Trousers,2.23
47,-1.4,91.5,10.4,664,Sweatshirt,667,Trousers,4.61
47,-1.4,91.5,10.4,661,T-shirt,666,Trousers,4.6
47,-1.4,91.5,10.4,661,T-shirt,668,Shorts,4.5
47,-1.4,91.5,10.4,661,T-shirt,667,Trousers,4.49
47,-1.4,91.5,10.4,665,Sweatshirt,666,Trousers,4.28
48,22.3,63.7,16.5,681,Blazer,683,Skirt,1.5
48,22.3,63.7,16.5,679,Sweater,683,Skirt,1.21
48,22.3,63.7,16.5,678,Blazer,683,Skirt,1.2
48,22.3,63.7,16.5,688,Sweater,683,Skirt,1.2
48,22.3,63.7,16.5,681,Blazer,687,Trousers,1.2
49,14.5,72.9,21.8,696,Sweater,699,Trousers,3.41
49,14.5,72.9,21.8,705,Coat,703,Shorts,3.39
49,14.5,72.9,21.8,696,Sweater,702,Skirt,3.12
49,14.5,72.9,21.8,711,Jacket,699,Trousers,3.11
49,14.5,72.9,21.8,696,Sweater,704,Shorts,3.0
50,17.7,45.6,6.6,715,Coat,718,Shorts,1.77
50,17.7,45.6,6.6,726,T-shirt,718,Shorts,1.63
50,17.7,45.6,6.6,715,Coat,720,Shorts,1.62
50,17.7,45.6,6.6,723,Coat,718,Shorts,1.51
50,17.7,45.6,6.6,723,Coat,717,Shorts,1.32
1,8.4,14.2,14.0,5,T-shirt,6,Shorts,2.67
1,8.4,14.2,14.0,3,Sweater,6,Shorts,2.53
1,8.4,14.2,14.0,5,T-shirt,9,Skirt,2.12
1,8.4,14.2,14.0,5,T-shirt,11,Skirt,2.12
1,8.4,14.2,14.0,5,T-shirt,10,Shorts,2.11
2,14.6,71.3,6.0,13,Sweatshirt,21,Skirt,3.73
2,14.6,71.3,6.0,16,Sweater,21,Skirt,3.6
2,14.6,71.3,6.0,29,Sweater,21,Skirt,3.29
2,14.6,71.3,6.0,14,T-shirt,21,Skirt,3.29
2,14.6,71.3,6.0,15,Shirt,21,Skirt,3.11
3,9.4,54.3,26.9,32,Coat,38,Trousers,3.3
3,9.4,54.3,26.9,32,Coat,41,Shorts,3.01
3,9.4,54.3,26.9,33,Sweatshirt,38,Trousers,2.73
3,9.4,54.3,26.9,34,Shirt,38,Trousers,2.73
3,9.4,54.3,26.9,32,Coat,40,Skirt,2.72
4,25.9,58.4,8.2,44,Coat,48,Trousers,2.72
4,25.9,58.4,8.2,44,Coat,50,Skirt,2.55
4,25.9,58.4,8.2,44,Coat,52,Skirt,2.4
4,25.9,58.4,8.2,44,Coat,53,Skirt,2.16
4,25.9,58.4,8.2,44,Coat,49,Skirt,2.14
5,26.5,25.5,8.8,54,Sweatshirt,60,Trousers,2.87
5,26.5,25.5,8.8,54,Sweatshirt,59,Shorts,2.72
5,26.5,25.5,8.8,54,Sweatshirt,61,Skirt,2.56
5,26.5,25.5,8.8,58,Jacket,59,Shorts,2.42
5,26.5,25.5,8.8,56,Jacket,59,Shorts,2.37
6,-3.9,87.0,16.2,76,Coat,75,Trousers,4.46
6,-3.9,87.0,16.2,69,Sweatshirt,81,Shorts,4.3
6,-3.9,87.0,16.2,69,Sweatshirt,74,Skirt,4.29
6,-3.9,87.0,16.2,66,Sweater,75,Trousers,4.29
6,-3.9,87.0,16.2,76,Coat,81,Shorts,4.17
7,13.0,93.3,23.4,85,Blazer,92,Trousers,3.01
7,13.0,93.3,23.4,85,Blazer,89,Skirt,2.72
7,13.0,93.3,23.4,87,Shirt,92,Trousers,2.7
7,13.0,93.3,23.4,84,Sweater,92,Trousers,2.52
7,13.0,93.3,23.4,85,Blazer,93,Trousers,2.43
8,-2.4,84.5,9.2,107,Sweater,102,Trousers,5.14
8,-2.4,84.5,9.2,107,Sweater,101,Trousers,5.12
8,-2.4,84.5,9.2,107,Sweater,103,Shorts,5.11
8,-2.4,84.5,9.2,107,Sweater,99,Trousers,4.51
8,-2.4,84.5,9.2,107,Sweater,100,Trousers,4.51
9,20.6,97.9,22.4,112,Coat,115,Shorts,2.49
9,20.6,97.9,22.4,109,Jacket,114,Skirt,2.38
9,20.6,97.9,22.4,112,Coat,114,Skirt,2.37
9,20.6,97.9,22.4,109,Jacket,117,Trousers,2.35
9,20.6,97.9,22.4,122,T-shirt,114,Skirt,2.34
10,21.0,59.9,4.9,129,Coat,138,Skirt,2.24
10,21.0,59.9,4.9,129,Coat,131,Skirt,1.64
10,21.0,59.9,4.9,129,Coat,133,Trousers,1.5
10,21.0,59.9,4.9,130,T-shirt,138,Skirt,1.5
10,21.0,59.9,4.9,129,Coat,135,Skirt,1.49
11,19.1,33.5,0.8,143,Jacket,148,Skirt,1.53
11,19.1,33.5,0.8,143,Jacket,144,Shorts,1.25
11,19.1,33.5,0.8,143,Jacket,146,Shorts,1.24
11,19.1,33.5,0.8,143,Jacket,147,Shorts,1.23
11,19.1,33.5,0.8,141,Sweatshirt,148,Skirt,1.23
12,-1.8,37.5,23.3,153,Jacket,156,Skirt,4.51
12,-1.8,37.5,23.3,153,Jacket,154,Shorts,4.24
12,-1.8,37.5,23.3,153,Jacket,155,Trousers,4.2
12,-1.8,37.5,23.3,151,Shirt,156,Skirt,4.19
12,-1.8,37.5,23.3,153,Jacket,158,Shorts,3.93
13,17.8,23.9,4.2,162,Blazer,164,Trousers,1.05
13,17.8,23.9,4.2,162,Blazer,167,Shorts,1.04
13,17.8,23.9,4.2,162,Blazer,168,Shorts,1.01
13,17.8,23.9,4.2,163,Coat,165,Skirt,1.01
13,17.8,23.9,4.2,170,Sweater,165,Skirt,1.0
14,23.4,9.0,18.7,175,Coat,179,Trousers,1.37
14,23.4,9.0,18.7,190,Jacket,179,Trousers,1.35
14,23.4,9.0,18.7,191,Blazer,179,Trousers,1.35
14,23.4,9.0,18.7,176,Sweater,179,Trousers,1.34
14,23.4,9.0,18.7,187,Coat,181,Trousers,1.33
15,24.9,67.3,13.2,192,Jacket,200,Trousers,1.64
15,24.9,67.3,13.2,205,Blazer,200,Trousers,1.52
15,24.9,67.3,13.2,205,Blazer,197,Shorts,1.5
15,24.9,67.3,13.2,206,Jacket,200,Trousers,1.49
15,24.9,67.3,13.2,192,Jacket,198,Trousers,1.32
16,21.2,49.8,1.0,209,T-shirt,214,Trousers,1.9
16,21.2,49.8,1.0,209,T-shirt,215,Shorts,1.49
16,21.2,49.8,1.0,218,Blazer,214,Trousers,1.31
16,21.2,49.8,1.0,209,T-shirt,217,Skirt,1.21
16,21.2,49.8,1.0,209,T-shirt,222,Shorts,1.2
17,0.7,81.0,16.5,225,Shirt,233,Trousers,4.66
17,0.7,81.0,16.5,225,Shirt,229,Shorts,4.54
17,0.7,81.0,16.5,223,T-shirt,233,Trousers,4.36
17,0.7,81.0,16.5,226,Blazer,228,Trousers,4.35
17,0.7,81.0,16.5,224,Sweater,233,Trousers,4.34
18,-0.8,2.9,3.9,245,Sweatshirt,243,Skirt,3.93
18,-0.8,2.9,3.9,245,Sweatshirt,242,Trousers,3.91
18,-0.8,2.9,3.9,246,Blazer,243,Skirt,3.63
18,-0.8,2.9,3.9,245,Sweatshirt,241,Skirt,3.62
18,-0.8,2.9,3.9,245,Sweatshirt,249,Shorts,3.62
19,-4.9,12.7,5.6,263,Coat,262,Trousers,4.33
19,-4.9,12.7,5.6,255,T-shirt,262,Trousers,4.0
19,-4.9,12.7,5.6,263,Coat,261,Shorts,3.91
19,-4.9,12.7,5.6,264,Blazer,261,Shorts,3.89
19,-4.9,12.7,5.6,264,Blazer,262,Trousers,3.89
20,8.6,67.6,9.2,272,Jacket,278,Skirt,2.84
20,8.6,67.6,9.2,270,Blazer,278,Skirt,2.42
20,8.6,67.6,9.2,271,Coat,278,Skirt,2.42
20,8.6,67.6,9.2,273,Coat,278,Skirt,2.42
20,8.6,67.6,9.2,274,T-shirt,278,Skirt,2.4
21,14.5,62.6,17.8,294,Jacket,288,Shorts,2.8
21,14.5,62.6,17.8,293,Sweatshirt,291,Shorts,2.52
21,14.5,62.6,17.8,281,Jacket,291,Shorts,2.51
21,14.5,62.6,17.8,292,Sweatshirt,291,Shorts,2.51
21,14.5,62.6,17.8,285,Shirt,297,Skirt,2.49
22,1.9,63.9,27.2,300,Jacket,306,Skirt,5.66
22,1.9,63.9,27.2,300,Jacket,310,Skirt,5.39
22,1.9,63.9,27.2,300,Jacket,305,Trousers,5.37
22,1.9,63.9,27.2,300,Jacket,316,Shorts,5.35
22,1.9,63.9,27.2,300,Jacket,309,Skirt,4.9
23,28.9,61.9,20.5,321,Jacket,324,Trousers,3.33
23,28.9,61.9,20.5,317,Sweatshirt,324,Trousers,3.3
23,28.9,61.9,20.5,319,T-shirt,324,Trousers,3.13
23,28.9,61.9,20.5,320,Jacket,324,Trousers,2.73
23,28.9,61.9,20.5,318,Sweater,324,Trousers,2.72
24,19.5,32.7,5.2,329,T-shirt,335,Shorts,1.29
24,19.5,32.7,5.2,330,Sweatshirt,332,Trousers,1.2
24,19.5,32.7,5.2,330,Sweatshirt,336,Shorts,1.2
24,19.5,32.7,5.2,329,T-shirt,332,Trousers,1.19
24,19.5,32.7,5.2,329,T-shirt,336,Shorts,1.19
25,17.6,37.2,12.2,349,Sweater,353,Trousers,1.66
25,17.6,37.2,12.2,349,Sweater,352,Trousers,1.65
25,17.6,37.2,12.2,349,Sweater,357,Trousers,1.36
25,17.6,37.2,12.2,349,Sweater,351,Skirt,1.33
25,17.6,37.2,12.2,349,Sweater,356,Trousers,1.22
26,12.9,83.8,29.2,364,Coat,370,Shorts,4.04
26,12.9,83.8,29.2,364,Coat,373,Shorts,3.31
26,12.9,83.8,29.2,364,Coat,368,Trousers,3.31
26,12.9,83.8,29.2,364,Coat,366,Shorts,3.12
26,12.9,83.8,29.2,365,Coat,370,Shorts,3.03
27,21.2,85.8,7.1,387,Jacket,380,Skirt,1.58
27,21.2,85.8,7.1,375,T-shirt,380,Skirt,1.45
27,21.2,85.8,7.1,385,Sweater,380,Skirt,1.29
27,21.2,85.8,7.1,374,Sweater,380,Skirt,1.19
27,21.2,85.8,7.1,386,Shirt,380,Skirt,1.18
28,26.6,96.9,18.1,392,Blazer,397,Shorts,3.05
28,26.6,96.9,18.1,392,Blazer,398,Skirt,3.05
28,26.6,96.9,18.1,392,Blazer,395,Trousers,3.04
28,26.6,96.9,18.1,392,Blazer,394,Trousers,2.46
28,26.6,96.9,18.1,392,Blazer,396,Shorts,2.44
29,28.9,3.2,24.6,403,Blazer,405,Shorts,2.15
29,28.9,3.2,24.6,400,Coat,405,Shorts,2.14
29,28.9,3.2,24.6,403,Blazer,404,Skirt,2.13
29,28.9,3.2,24.6,403,Blazer,406,Shorts,2.13
29,28.9,3.2,24.6,401,T-shirt,405,Shorts,2.12
30,9.9,78.7,13.2,411,Sweatshirt,414,Shorts,2.82
30,9.9,78.7,13.2,423,Shirt,426,Skirt,2.8
30,9.9,78.7,13.2,423,Shirt,422,Skirt,2.5
30,9.9,78.7,13.2,411,Sweatshirt,426,Skirt,2.41
30,9.9,78.7,13.2,423,Shirt,414,Shorts,2.38
31,26.2,54.9,19.0,430,Coat,432,Trousers,3.55
31,26.2,54.9,19.0,431,Coat,432,Trousers,3.42
31,26.2,54.9,19.0,427,Coat,432,Trousers,3.28
31,26.2,54.9,19.0,445,Blazer,432,Trousers,3.1
31,26.2,54.9,19.0,429,Shirt,432,Trousers,2.98
32,-2.4,15.2,14.8,447,Coat,455,Trousers,3.9
32,-2.4,15.2,14.8,459,T-shirt,463,Trousers,3.72
32,-2.4,15.2,14.8,459,T-shirt,453,Skirt,3.69
32,-2.4,15.2,14.8,447,Coat,463,Trousers,3.61
32,-2.4,15.2,14.8,447,Coat,451,Shorts,3.61
33,5.0,62.8,1.4,468,Coat,470,Skirt,2.82
33,5.0,62.8,1.4,465,Sweatshirt,470,Skirt,2.71
33,5.0,62.8,1.4,465,Sweatshirt,474,Trousers,2.7
33,5.0,62.8,1.4,465,Sweatshirt,471,Shorts,2.65
33,5.0,62.8,1.4,469,T-shirt,474,Trousers,2.52
34,25.9,4.5,13.0,479,Sweatshirt,482,Skirt,2.42
34,25.9,4.5,13.0,478,Blazer,482,Skirt,2.13
34,25.9,4.5,13.0,479,Sweatshirt,483,Trousers,2.1
34,25.9,4.5,13.0,481,Coat,482,Skirt,2.09
34,25.9,4.5,13.0,480,Sweatshirt,483,Trousers,1.93
35,-0.8,9.5,25.0,490,Blazer,495,Skirt,4.21
35,-0.8,9.5,25.0,490,Blazer,494,Skirt,4.2
35,-0.8,9.5,25.0,490,Blazer,497,Trousers,4.16
35,-0.8,9.5,25.0,501,Sweater,495,Skirt,3.61
35,-0.8,9.5,25.0,498,Sweater,495,Skirt,3.6
36,7.0,60.8,5.7,504,Coat,514,Trousers,2.68
36,7.0,60.8,5.7,504,Coat,511,Trousers,2.56
36,7.0,60.8,5.7,513,Blazer,514,Trousers,2.42
36,7.0,60.8,5.7,504,Coat,508,Shorts,2.4
