user_id,temperature,rain_chance,wind_speed,top_id,top_name,bottom_id,bottom_name,score,top_type,top_color,top_material,top_size,top_style,top_favorite,top_special_property,bottom_type,bottom_color,bottom_material,bottom_size,bottom_style,bottom_favorite,bottom_special_property
14,26.8,1.9,28.7,190,Jacket,179,Trousers,3.15,Jacket,Blue,Cotton,M,Evening,0,Anti-chafing,Trousers,Blue,Linen,XL,Formal,1,Non-restrictive
14,26.8,1.9,28.7,187,Coat,181,Trousers,3.13,Coat,Green,Polyester,XXL,Sporty,1,Breathable,Trousers,Green,Denim,XXL,Formal,1,
14,26.8,1.9,28.7,177,Jacket,182,Shorts,3.12,Jacket,Gray,Wool,L,Casual,0,Breathable,Shorts,Gray,Linen,XS,Formal,0,Breathable
15,-1.7,47.4,24.4,193,Coat,197,Shorts,4.9,Coat,Red,Wool,M,Sporty,1,,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
15,-1.7,47.4,24.4,205,Blazer,197,Shorts,4.5,Blazer,Blue,Polyester,L,Sporty,1,Quick-drying,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
15,-1.7,47.4,24.4,202,Blazer,197,Shorts,4.2,Blazer,Beige,Cotton,M,Evening,1,Non-restrictive,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
15,-1.7,47.4,24.4,192,Jacket,197,Shorts,4.2,Jacket,Black,Denim,XXL,Evening,0,Quick-drying,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
15,-1.7,47.4,24.4,206,Jacket,197,Shorts,4.2,Jacket,White,Leather,S,Evening,0,Quick-drying,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
16,-4.8,93.0,28.5,210,Coat,214,Trousers,5.07,Coat,White,Polyester,XXL,Sporty,0,Anti-chafing,Trousers,Green,Leather,M,Formal,1,Non-restrictive
16,-4.8,93.0,28.5,208,Blazer,214,Trousers,4.49,Blazer,Black,Wool,M,Formal,0,Breathable,Trousers,Green,Leather,M,Formal,1,Non-restrictive
16,-4.8,93.0,28.5,221,Blazer,214,Trousers,4.49,Blazer,Black,Wool,XS,Sporty,0,Anti-chafing,Trousers,Green,Leather,M,Formal,1,Non-restrictive
16,-4.8,93.0,28.5,210,Coat,216,Skirt,4.48,Coat,White,Polyester,XXL,Sporty,0,Anti-chafing,Skirt,Red,Leather,XXL,Sporty,0,
16,-4.8,93.0,28.5,220,Sweater,214,Trousers,4.47,Sweater,Gray,Leather,XL,Casual,0,Breathable,Trousers,Green,Leather,M,Formal,1,Non-restrictive
17,12.2,3.3,17.1,225,Shirt,233,Trousers,2.26,Shirt,Green,Leather,XS,Evening,1,Breathable,Trousers,Green,Wool,XXL,Formal,0,
17,12.2,3.3,17.1,227,Blazer,233,Trousers,2.24,Blazer,Green,Cotton,XXL,Sporty,1,Quick-drying,Trousers,Green,Wool,XXL,Formal,0,
17,12.2,3.3,17.1,225,Shirt,229,Shorts,2.14,Shirt,Green,Leather,XS,Evening,1,Breathable,Shorts,Red,Wool,XXL,Sporty,1,Anti-chafing
17,12.2,3.3,17.1,227,Blazer,229,Shorts,2.13,Blazer,Green,Cotton,XXL,Sporty,1,Quick-drying,Shorts,Red,Wool,XXL,Sporty,1,Anti-chafing
17,12.2,3.3,17.1,223,T-shirt,233,Trousers,1.96,T-shirt,Green,Wool,M,Evening,0,Breathable,Trousers,Green,Wool,XXL,Formal,0,
18,4.1,47.9,1.6,245,Sweatshirt,239,Skirt,4.21,Sweatshirt,Beige,Linen,M,Evening,0,Insulated,Skirt,Blue,Polyester,S,Formal,0,Quick-drying
18,4.1,47.9,1.6,235,Shirt,243,Skirt,4.03,Shirt,Red,Linen,S,Sporty,0,Quick-drying,Skirt,Red,Denim,M,Casual,1,
18,4.1,47.9,1.6,245,Sweatshirt,243,Skirt,3.93,Sweatshirt,Beige,Linen,M,Evening,0,Insulated,Skirt,Red,Denim,M,Casual,1,
18,4.1,47.9,1.6,246,Blazer,239,Skirt,3.91,Blazer,Beige,Wool,XXL,Evening,0,Anti-chafing,Skirt,Blue,Polyester,S,Formal,0,Quick-drying
18,4.1,47.9,1.6,245,Sweatshirt,242,Trousers,3.91,Sweatshirt,Beige,Linen,M,Evening,0,Insulated,Trousers,Gray,Linen,L,Casual,1,Anti-chafing
19,21.8,53.7,13.2,265,Jacket,258,Skirt,2.5,Jacket,Beige,Cotton,L,Formal,1,Waterproof,Skirt,Beige,Cotton,S,Evening,1,Quick-drying
19,21.8,53.7,13.2,265,Jacket,260,Shorts,1.8,Jacket,Beige,Cotton,L,Formal,1,Waterproof,Shorts,Black,Denim,S,Sporty,0,Quick-drying
19,21.8,53.7,13.2,256,Sweatshirt,258,Skirt,1.8,Sweatshirt,Gray,Polyester,S,Formal,0,Quick-drying,Skirt,Beige,Cotton,S,Evening,1,Quick-drying
19,21.8,53.7,13.2,265,Jacket,266,Trousers,1.79,Jacket,Beige,Cotton,L,Formal,1,Waterproof,Trousers,Red,Leather,L,Evening,0,Quick-drying
19,21.8,53.7,13.2,254,Sweatshirt,266,Trousers,1.61,Sweatshirt,Red,Cotton,S,Casual,1,Breathable,Trousers,Red,Leather,L,Evening,0,Quick-drying
20,28.4,65.9,26.5,272,Jacket,278,Skirt,4.04,Jacket,Green,Cotton,XXL,Evening,0,Breathable,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,28.4,65.9,26.5,270,Blazer,278,Skirt,3.02,Blazer,Beige,Cotton,M,Evening,0,Breathable,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,28.4,65.9,26.5,271,Coat,278,Skirt,3.02,Coat,Black,Linen,XXL,Formal,0,Anti-chafing,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,28.4,65.9,26.5,273,Coat,278,Skirt,3.02,Coat,White,Linen,S,Formal,0,Insulated,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,28.4,65.9,26.5,272,Jacket,279,Skirt,2.73,Jacket,Green,Cotton,XXL,Evening,0,Breathable,Skirt,Beige,Denim,L,Casual,0,Breathable
21,10.8,40.6,24.8,294,Jacket,288,Shorts,2.8,Jacket,Beige,Cotton,XL,Casual,0,Non-restrictive,Shorts,Beige,Cotton,L,Evening,0,Quick-drying
21,10.8,40.6,24.8,293,Sweatshirt,291,Shorts,2.52,Sweatshirt,Green,Cotton,M,Sporty,0,Breathable,Shorts,Green,Cotton,XL,Sporty,0,Quick-drying
21,10.8,40.6,24.8,281,Jacket,291,Shorts,2.51,Jacket,Green,Leather,M,Casual,0,Breathable,Shorts,Green,Cotton,XL,Sporty,0,Quick-drying
21,10.8,40.6,24.8,292,Sweatshirt,291,Shorts,2.51,Sweatshirt,Green,Denim,XXL,Formal,0,,Shorts,Green,Cotton,XL,Sporty,0,Quick-drying
21,10.8,40.6,24.8,285,Shirt,297,Skirt,2.49,Shirt,Black,Polyester,L,Evening,1,,Skirt,Black,Denim,XS,Casual,1,
22,21.9,1.4,17.7,315,Sweater,307,Shorts,1.32,Sweater,Beige,Leather,S,Formal,0,Non-restrictive,Shorts,Beige,Denim,XS,Evening,0,Non-restrictive
22,21.9,1.4,17.7,300,Jacket,306,Skirt,1.16,Jacket,Black,Linen,M,Casual,1,Windproof,Skirt,White,Polyester,XL,Evening,1,Quick-drying
22,21.9,1.4,17.7,311,Coat,306,Skirt,1.15,Coat,Black,Cotton,S,Evening,0,Non-restrictive,Skirt,White,Polyester,XL,Evening,1,Quick-drying
22,21.9,1.4,17.7,301,Coat,307,Shorts,1.03,Coat,Beige,Leather,L,Casual,0,,Shorts,Beige,Denim,XS,Evening,0,Non-restrictive
22,21.9,1.4,17.7,302,Coat,304,Shorts,1.01,Coat,Red,Leather,XL,Sporty,0,Anti-chafing,Shorts,Red,Denim,S,Casual,1,
23,14.9,6.6,14.1,321,Jacket,322,Shorts,2.42,Jacket,Black,Linen,S,Casual,1,Non-restrictive,Shorts,Red,Denim,L,Evening,1,Anti-chafing
23,14.9,6.6,14.1,319,T-shirt,322,Shorts,2.22,T-shirt,Red,Polyester,L,Evening,0,Anti-chafing,Shorts,Red,Denim,L,Evening,1,Anti-chafing
23,14.9,6.6,14.1,321,Jacket,326,Shorts,2.13,Jacket,Black,Linen,S,Casual,1,Non-restrictive,Shorts,Green,Linen,XXL,Formal,0,
23,14.9,6.6,14.1,321,Jacket,324,Trousers,2.13,Jacket,Black,Linen,S,Casual,1,Non-restrictive,Trousers,Red,Linen,M,Formal,0,Quick-drying
23,14.9,6.6,14.1,321,Jacket,323,Skirt,2.12,Jacket,Black,Linen,S,Casual,1,Non-restrictive,Skirt,Beige,Cotton,S,Formal,0,
24,17.5,51.5,12.1,329,T-shirt,335,Shorts,1.29,T-shirt,White,Wool,M,Formal,0,Quick-drying,Shorts,White,Leather,XXL,Evening,0,
24,17.5,51.5,12.1,330,Sweatshirt,332,Trousers,1.2,Sweatshirt,Beige,Denim,M,Sporty,0,Quick-drying,Trousers,Blue,Denim,S,Formal,1,
24,17.5,51.5,12.1,330,Sweatshirt,336,Shorts,1.2,Sweatshirt,Beige,Denim,M,Sporty,0,Quick-drying,Shorts,Gray,Denim,XL,Sporty,1,Breathable
24,17.5,51.5,12.1,329,T-shirt,332,Trousers,1.19,T-shirt,White,Wool,M,Formal,0,Quick-drying,Trousers,Blue,Denim,S,Formal,1,
24,17.5,51.5,12.1,329,T-shirt,336,Shorts,1.19,T-shirt,White,Wool,M,Formal,0,Quick-drying,Shorts,Gray,Denim,XL,Sporty,1,Breathable
25,25.9,42.0,11.8,349,Sweater,353,Trousers,2.86,Sweater,White,Linen,M,Casual,1,Non-restrictive,Trousers,White,Polyester,S,Evening,1,Anti-chafing
25,25.9,42.0,11.8,349,Sweater,352,Trousers,2.85,Sweater,White,Linen,M,Casual,1,Non-restrictive,Trousers,White,Cotton,XS,Casual,1,
25,25.9,42.0,11.8,349,Sweater,357,Trousers,2.56,Sweater,White,Linen,M,Casual,1,Non-restrictive,Trousers,White,Leather,L,Evening,0,Breathable
25,25.9,42.0,11.8,345,Coat,353,Trousers,2.43,Coat,Blue,Linen,XXL,Sporty,0,Breathable,Trousers,White,Polyester,S,Evening,1,Anti-chafing
25,25.9,42.0,11.8,349,Sweater,356,Trousers,2.42,Sweater,White,Linen,M,Casual,1,Non-restrictive,Trousers,Green,Cotton,M,Casual,1,
26,11.7,8.0,23.1,364,Coat,370,Shorts,2.24,Coat,Red,Polyester,M,Sporty,0,,Shorts,Red,Leather,XL,Formal,0,Non-restrictive
26,11.7,8.0,23.1,363,Blazer,370,Shorts,2.23,Blazer,Red,Linen,M,Formal,0,Anti-chafing,Shorts,Red,Leather,XL,Formal,0,Non-restrictive
26,11.7,8.0,23.1,362,T-shirt,370,Shorts,2.14,T-shirt,White,Cotton,S,Formal,1,,Shorts,Red,Leather,XL,Formal,0,Non-restrictive
26,11.7,8.0,23.1,362,T-shirt,367,Trousers,2.13,T-shirt,White,Cotton,S,Formal,1,,Trousers,Green,Wool,S,Formal,1,
26,11.7,8.0,23.1,364,Coat,366,Shorts,1.92,Coat,Red,Polyester,M,Sporty,0,,Shorts,Red,Denim,L,Evening,0,Breathable
27,5.9,36.3,18.2,386,Shirt,384,Trousers,3.02,Shirt,White,Wool,L,Sporty,1,Quick-drying,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
27,5.9,36.3,18.2,387,Jacket,384,Trousers,2.82,Jacket,Green,Cotton,XS,Evening,0,Non-restrictive,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
27,5.9,36.3,18.2,377,Shirt,384,Trousers,2.73,Shirt,White,Denim,XXL,Formal,0,Quick-drying,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
27,5.9,36.3,18.2,385,Sweater,384,Trousers,2.54,Sweater,Green,Linen,XXL,Casual,0,,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
27,5.9,36.3,18.2,374,Sweater,384,Trousers,2.43,Sweater,White,Linen,M,Evening,1,,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
28,21.9,36.3,5.9,392,Blazer,394,Trousers,1.86,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Trousers,Red,Denim,XS,Formal,0,Quick-drying
28,21.9,36.3,5.9,392,Blazer,395,Trousers,1.84,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Trousers,Beige,Linen,XS,Casual,0,Quick-drying
28,21.9,36.3,5.9,392,Blazer,397,Shorts,1.25,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Shorts,Gray,Polyester,XS,Formal,0,Anti-chafing
28,21.9,36.3,5.9,392,Blazer,398,Skirt,1.25,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Skirt,Red,Polyester,S,Casual,0,
28,21.9,36.3,5.9,392,Blazer,396,Shorts,1.24,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Shorts,Gray,Denim,L,Sporty,0,Breathable
29,2.6,19.6,10.2,402,Blazer,406,Shorts,3.92,Blazer,White,Wool,M,Casual,0,,Shorts,Black,Cotton,S,Casual,1,
29,2.6,19.6,10.2,402,Blazer,407,Trousers,3.87,Blazer,White,Wool,M,Casual,0,,Trousers,Black,Polyester,S,Evening,0,Non-restrictive
29,2.6,19.6,10.2,402,Blazer,408,Shorts,3.61,Blazer,White,Wool,M,Casual,0,,Shorts,Red,Denim,L,Formal,1,
29,2.6,19.6,10.2,402,Blazer,405,Shorts,3.34,Blazer,White,Wool,M,Casual,0,,Shorts,Blue,Cotton,XXL,Casual,0,Breathable
29,2.6,19.6,10.2,403,Blazer,406,Shorts,3.33,Blazer,White,Cotton,S,Evening,0,,Shorts,Black,Cotton,S,Casual,1,
30,21.0,5.9,23.7,420,Sweatshirt,414,Shorts,1.03,Sweatshirt,Red,Linen,XXL,Sporty,0,,Shorts,Red,Linen,XS,Casual,0,Non-restrictive
30,21.0,5.9,23.7,425,Sweater,414,Shorts,1.03,Sweater,Red,Linen,XXL,Evening,0,,Shorts,Red,Linen,XS,Casual,0,Non-restrictive
30,21.0,5.9,23.7,411,Sweatshirt,414,Shorts,1.02,Sweatshirt,Red,Polyester,XS,Formal,0,Breathable,Shorts,Red,Linen,XS,Casual,0,Non-restrictive
30,21.0,5.9,23.7,412,Sweater,414,Shorts,1.01,Sweater,Red,Cotton,S,Sporty,0,Quick-drying,Shorts,Red,Linen,XS,Casual,0,Non-restrictive
30,21.0,5.9,23.7,423,Shirt,426,Skirt,1.0,Shirt,Gray,Polyester,XXL,Evening,0,,Skirt,Gray,Cotton,XL,Evening,1,
31,26.6,3.1,17.5,430,Coat,432,Trousers,2.95,Coat,Gray,Cotton,L,Casual,1,Non-restrictive,Trousers,Blue,Cotton,XL,Formal,0,Quick-drying
31,26.6,3.1,17.5,431,Coat,432,Trousers,2.82,Coat,Blue,Linen,S,Sporty,0,Non-restrictive,Trousers,Blue,Cotton,XL,Formal,0,Quick-drying
31,26.6,3.1,17.5,427,Coat,432,Trousers,2.68,Coat,Black,Polyester,M,Sporty,0,Breathable,Trousers,Blue,Cotton,XL,Formal,0,Quick-drying
31,26.6,3.1,17.5,445,Blazer,432,Trousers,2.5,Blazer,Blue,Linen,XS,Casual,0,,Trousers,Blue,Cotton,XL,Formal,0,Quick-drying
31,26.6,3.1,17.5,430,Coat,433,Trousers,2.4,Coat,Gray,Cotton,L,Casual,1,Non-restrictive,Trousers,Beige,Cotton,M,Casual,1,
32,11.3,40.3,19.9,462,Shirt,455,Trousers,2.82,Shirt,Gray,Cotton,L,Casual,0,Quick-drying,Trousers,Gray,Cotton,XXL,Sporty,1,
32,11.3,40.3,19.9,449,Shirt,457,Shorts,2.51,Shirt,White,Leather,M,Sporty,0,Quick-drying,Shorts,White,Leather,XS,Casual,0,
32,11.3,40.3,19.9,449,Shirt,455,Trousers,2.39,Shirt,White,Leather,M,Sporty,0,Quick-drying,Trousers,Gray,Cotton,XXL,Sporty,1,
32,11.3,40.3,19.9,462,Shirt,451,Shorts,2.38,Shirt,Gray,Cotton,L,Casual,0,Quick-drying,Shorts,Blue,Cotton,XS,Sporty,0,Breathable
32,11.3,40.3,19.9,462,Shirt,454,Shorts,2.37,Shirt,Gray,Cotton,L,Casual,0,Quick-drying,Shorts,Blue,Leather,L,Casual,0,Breathable
33,-4.5,5.9,4.9,467,Jacket,472,Skirt,4.64,Jacket,Black,Cotton,XS,Evening,0,Insulated,Skirt,Black,Wool,XS,Evening,0,
33,-4.5,5.9,4.9,467,Jacket,471,Shorts,4.48,Jacket,Black,Cotton,XS,Evening,0,Insulated,Shorts,Blue,Wool,L,Sporty,0,Non-restrictive
33,-4.5,5.9,4.9,467,Jacket,473,Skirt,4.04,Jacket,Black,Cotton,XS,Evening,0,Insulated,Skirt,Black,Linen,XL,Evening,0,
33,-4.5,5.9,4.9,468,Coat,471,Shorts,3.88,Coat,Green,Polyester,XL,Formal,0,Non-restrictive,Shorts,Blue,Wool,L,Sporty,0,Non-restrictive
33,-4.5,5.9,4.9,465,Sweatshirt,471,Shorts,3.85,Sweatshirt,Gray,Polyester,M,Casual,0,Quick-drying,Shorts,Blue,Wool,L,Sporty,0,Non-restrictive
34,23.1,81.1,13.7,478,Blazer,485,Shorts,1.8,Blazer,Red,Polyester,M,Formal,1,,Shorts,White,Leather,XXL,Evening,0,
34,23.1,81.1,13.7,477,Blazer,485,Shorts,1.74,Blazer,Black,Leather,XXL,Evening,0,,Shorts,White,Leather,XXL,Evening,0,
34,23.1,81.1,13.7,478,Blazer,486,Skirt,1.65,Blazer,Red,Polyester,M,Formal,1,,Skirt,Red,Wool,XS,Sporty,0,
34,23.1,81.1,13.7,478,Blazer,482,Skirt,1.53,Blazer,Red,Polyester,M,Formal,1,,Skirt,Beige,Denim,L,Casual,1,Breathable
34,23.1,81.1,13.7,480,Sweatshirt,485,Shorts,1.5,Sweatshirt,Green,Polyester,XL,Formal,0,,Shorts,White,Leather,XXL,Evening,0,
35,7.5,13.2,29.2,488,Jacket,497,Trousers,2.82,Jacket,White,Polyester,M,Sporty,0,Quick-drying,Trousers,White,Cotton,XS,Evening,0,Non-restrictive
35,7.5,13.2,29.2,488,Jacket,495,Skirt,2.72,Jacket,White,Polyester,M,Sporty,0,Quick-drying,Skirt,Green,Denim,M,Evening,1,Non-restrictive
35,7.5,13.2,29.2,499,Sweatshirt,495,Skirt,2.71,Sweatshirt,Gray,Leather,XXL,Sporty,0,,Skirt,Green,Denim,M,Evening,1,Non-restrictive
35,7.5,13.2,29.2,492,Sweatshirt,495,Skirt,2.71,Sweatshirt,Red,Denim,XS,Sporty,0,Quick-drying,Skirt,Green,Denim,M,Evening,1,Non-restrictive
35,7.5,13.2,29.2,491,Jacket,495,Skirt,2.69,Jacket,Blue,Linen,XL,Evening,0,Breathable,Skirt,Green,Denim,M,Evening,1,Non-restrictive
36,0.4,45.7,16.7,505,Jacket,509,Shorts,4.17,Jacket,Blue,Wool,M,Evening,0,,Shorts,Gray,Wool,XXL,Sporty,0,
36,0.4,45.7,16.7,505,Jacket,514,Trousers,3.9,Jacket,Blue,Wool,M,Evening,0,,Trousers,Black,Linen,XXL,Formal,1,Non-restrictive
36,0.4,45.7,16.7,504,Coat,514,Trousers,3.88,Coat,White,Polyester,XXL,Evening,0,Non-restrictive,Trousers,Black,Linen,XXL,Formal,1,Non-restrictive
36,0.4,45.7,16.7,504,Coat,511,Trousers,3.76,Coat,White,Polyester,XXL,Evening,0,Non-restrictive,Trousers,White,Denim,XS,Sporty,1,
36,0.4,45.7,16.7,505,Jacket,511,Trousers,3.63,Jacket,Blue,Wool,M,Evening,0,,Trousers,White,Denim,XS,Sporty,1,
37,25.1,24.9,27.1,527,Coat,525,Trousers,3.11,Coat,Green,Leather,S,Evening,1,Quick-drying,Trousers,Green,Polyester,XL,Evening,1,
37,25.1,24.9,27.1,528,Sweatshirt,524,Trousers,2.8,Sweatshirt,Blue,Linen,XXL,Evening,0,,Trousers,Blue,Polyester,XXL,Evening,0,Non-restrictive
37,25.1,24.9,27.1,527,Coat,524,Trousers,2.69,Coat,Green,Leather,S,Evening,1,Quick-drying,Trousers,Blue,Polyester,XXL,Evening,0,Non-restrictive
37,25.1,24.9,27.1,529,Jacket,524,Trousers,2.66,Jacket,Gray,Cotton,L,Evening,0,Anti-chafing,Trousers,Blue,Polyester,XXL,Evening,0,Non-restrictive
37,25.1,24.9,27.1,527,Coat,521,Skirt,2.4,Coat,Green,Leather,S,Evening,1,Quick-drying,Skirt,White,Polyester,XL,Sporty,0,
38,0.0,52.2,3.4,538,Sweater,548,Skirt,4.61,Sweater,Green,Linen,XL,Evening,1,Insulated,Skirt,Green,Denim,XL,Formal,1,Breathable
38,0.0,52.2,3.4,538,Sweater,540,Trousers,4.48,Sweater,Green,Linen,XL,Evening,1,Insulated,Trousers,White,Leather,S,Evening,0,Quick-drying
38,0.0,52.2,3.4,538,Sweater,542,Shorts,4.46,Sweater,Green,Linen,XL,Evening,1,Insulated,Shorts,Blue,Linen,XXL,Casual,0,Quick-drying
38,0.0,52.2,3.4,534,Jacket,540,Trousers,4.32,Jacket,White,Linen,L,Sporty,0,Quick-drying,Trousers,White,Leather,S,Evening,0,Quick-drying
38,0.0,52.2,3.4,538,Sweater,541,Skirt,4.2,Sweater,Green,Linen,XL,Evening,1,Insulated,Skirt,Red,Polyester,L,Evening,1,Anti-chafing
39,12.6,79.6,8.5,554,Sweatshirt,560,Skirt,2.84,Sweatshirt,Gray,Linen,L,Casual,1,,Skirt,Gray,Leather,M,Casual,0,Anti-chafing
39,12.6,79.6,8.5,555,T-shirt,560,Skirt,2.69,T-shirt,Blue,Wool,XL,Formal,1,,Skirt,Gray,Leather,M,Casual,0,Anti-chafing
39,12.6,79.6,8.5,558,Blazer,561,Trousers,2.53,Blazer,Black,Linen,XL,Evening,0,Non-restrictive,Trousers,Black,Linen,XS,Evening,1,
39,12.6,79.6,8.5,556,Blazer,561,Trousers,2.52,Blazer,Black,Denim,L,Formal,0,Non-restrictive,Trousers,Black,Linen,XS,Evening,1,
39,12.6,79.6,8.5,558,Blazer,560,Skirt,2.43,Blazer,Black,Linen,XL,Evening,0,Non-restrictive,Skirt,Gray,Leather,M,Casual,0,Anti-chafing
40,2.4,90.0,27.7,567,Jacket,574,Shorts,5.63,Jacket,Black,Leather,XS,Evening,0,Windproof,Shorts,White,Leather,L,Casual,0,Breathable
40,2.4,90.0,27.7,566,Sweatshirt,572,Skirt,5.43,Sweatshirt,Blue,Wool,XS,Casual,0,Insulated,Skirt,Green,Cotton,M,Evening,1,Non-restrictive
40,2.4,90.0,27.7,566,Sweatshirt,569,Skirt,5.42,Sweatshirt,Blue,Wool,XS,Casual,0,Insulated,Skirt,Beige,Polyester,XL,Formal,0,
40,2.4,90.0,27.7,566,Sweatshirt,573,Trousers,5.41,Sweatshirt,Blue,Wool,XS,Casual,0,Insulated,Trousers,Red,Polyester,XL,Evening,0,
40,2.4,90.0,27.7,567,Jacket,572,Skirt,5.4,Jacket,Black,Leather,XS,Evening,0,Windproof,Skirt,Green,Cotton,M,Evening,1,Non-restrictive
41,18.8,19.5,8.5,579,Blazer,583,Skirt,1.06,Blazer,White,Wool,M,Casual,0,,Skirt,White,Wool,XL,Formal,0,Non-restrictive
41,18.8,19.5,8.5,576,Blazer,583,Skirt,1.05,Blazer,White,Polyester,XXL,Casual,0,,Skirt,White,Wool,XL,Formal,0,Non-restrictive
41,18.8,19.5,8.5,588,Coat,583,Skirt,1.04,Coat,White,Cotton,M,Sporty,0,,Skirt,White,Wool,XL,Formal,0,Non-restrictive
41,18.8,19.5,8.5,578,Coat,583,Skirt,1.04,Coat,White,Leather,XL,Formal,0,Breathable,Skirt,White,Wool,XL,Formal,0,Non-restrictive
41,18.8,19.5,8.5,586,Sweatshirt,584,Trousers,1.03,Sweatshirt,Blue,Cotton,XL,Casual,0,Quick-drying,Trousers,Blue,Linen,XS,Sporty,1,
42,1.6,85.6,8.0,595,Jacket,602,Skirt,5.7,Jacket,Beige,Wool,S,Sporty,1,Waterproof,Skirt,White,Polyester,XXL,Casual,1,
42,1.6,85.6,8.0,595,Jacket,600,Skirt,5.21,Jacket,Beige,Wool,S,Sporty,1,Waterproof,Skirt,Beige,Denim,M,Formal,0,Quick-drying
42,1.6,85.6,8.0,595,Jacket,599,Skirt,5.11,Jacket,Beige,Wool,S,Sporty,1,Waterproof,Skirt,Black,Denim,L,Casual,0,Non-restrictive
42,1.6,85.6,8.0,595,Jacket,598,Skirt,4.81,Jacket,Beige,Wool,S,Sporty,1,Waterproof,Skirt,White,Denim,S,Casual,0,Anti-chafing
42,1.6,85.6,8.0,595,Jacket,605,Trousers,4.8,Jacket,Beige,Wool,S,Sporty,1,Waterproof,Trousers,Black,Denim,XXL,Sporty,0,
43,23.7,3.2,24.1,620,Sweatshirt,621,Trousers,1.02,Sweatshirt,Gray,Polyester,S,Sporty,1,,Trousers,Gray,Wool,S,Casual,0,
43,23.7,3.2,24.1,620,Sweatshirt,614,Shorts,1.01,Sweatshirt,Gray,Polyester,S,Sporty,1,,Shorts,Gray,Cotton,S,Sporty,0,
43,23.7,3.2,24.1,618,Shirt,623,Shorts,0.99,Shirt,Beige,Cotton,XS,Casual,0,,Shorts,Beige,Cotton,L,Casual,1,
43,23.7,3.2,24.1,620,Sweatshirt,623,Shorts,0.89,Sweatshirt,Gray,Polyester,S,Sporty,1,,Shorts,Beige,Cotton,L,Casual,1,
43,23.7,3.2,24.1,620,Sweatshirt,622,Trousers,0.88,Sweatshirt,Gray,Polyester,S,Sporty,1,,Trousers,Blue,Denim,S,Casual,0,
44,1.3,8.4,3.0,627,Coat,629,Trousers,4.92,Coat,Green,Wool,XXL,Evening,0,Insulated,Trousers,Green,Leather,XS,Evening,0,Non-restrictive
44,1.3,8.4,3.0,627,Coat,630,Skirt,4.62,Coat,Green,Wool,XXL,Evening,0,Insulated,Skirt,Green,Linen,M,Evening,0,Quick-drying
44,1.3,8.4,3.0,627,Coat,632,Trousers,4.61,Coat,Green,Wool,XXL,Evening,0,Insulated,Trousers,Green,Denim,XL,Formal,0,
44,1.3,8.4,3.0,627,Coat,631,Skirt,4.18,Coat,Green,Wool,XXL,Evening,0,Insulated,Skirt,Black,Cotton,XL,Sporty,0,
44,1.3,8.4,3.0,627,Coat,633,Shorts,4.18,Coat,Green,Wool,XXL,Evening,0,Insulated,Shorts,Beige,Cotton,XS,Casual,0,
45,21.8,60.5,7.8,638,Jacket,647,Shorts,1.17,Jacket,Gray,Cotton,XXL,Formal,0,Waterproof,Shorts,Blue,Leather,M,Casual,0,
45,21.8,60.5,7.8,638,Jacket,641,Skirt,1.16,Jacket,Gray,Cotton,XXL,Formal,0,Waterproof,Skirt,Blue,Denim,XXL,Evening,0,Anti-chafing
45,21.8,60.5,7.8,638,Jacket,644,Trousers,0.92,Jacket,Gray,Cotton,XXL,Formal,0,Waterproof,Trousers,Black,Leather,XL,Casual,0,Anti-chafing
45,21.8,60.5,7.8,638,Jacket,645,Trousers,0.91,Jacket,Gray,Cotton,XXL,Formal,0,Waterproof,Trousers,Beige,Polyester,XS,Casual,0,
45,21.8,60.5,7.8,638,Jacket,642,Trousers,0.9,Jacket,Gray,Cotton,XXL,Formal,0,Waterproof,Trousers,Beige,Cotton,XXL,Sporty,0,
46,10.0,44.5,6.5,649,Blazer,653,Trousers,2.51,Blazer,White,Denim,XS,Evening,0,,Trousers,White,Leather,S,Casual,1,Non-restrictive
46,10.0,44.5,6.5,652,Sweatshirt,653,Trousers,2.43,Sweatshirt,Gray,Denim,L,Casual,0,Non-restrictive,Trousers,White,Leather,S,Casual,1,Non-restrictive
46,10.0,44.5,6.5,651,Sweater,653,Trousers,2.4,Sweater,Blue,Leather,XXL,Casual,1,,Trousers,White,Leather,S,Casual,1,Non-restrictive
