user_id,temperature,rain_chance,wind_speed,outer_id,outer_name,top_id,top_name,bottom_id,bottom_name,score,top_type,top_color,top_material,top_size,top_season,top_style,top_favorite,top_special_property,bottom_type,bottom_color,bottom_material,bottom_size,bottom_season,bottom_style,bottom_favorite,bottom_special_property,outer_type,outer_color,outer_material,outer_size,outer_season,outer_style,outer_favorite,outer_special_property,has_outer
32,19.5,55.9,18.6,0.0,missing,462.0,Shirt,454.0,Shorts,1.17,Shirt,Gray,Cotton,L,missing,Casual,0.0,Quick-drying,Shorts,Blue,Leather,L,missing,Casual,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
33,9.3,91.4,29.2,468.0,Coat,-1.0,missing,470.0,Skirt,3.42,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Cotton,XL,missing,Formal,0.0,Quick-drying,Coat,Green,Polyester,XL,missing,Formal,0.0,Non-restrictive,1
33,9.3,91.4,29.2,468.0,Coat,-1.0,missing,471.0,Shorts,3.28,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Blue,Wool,L,missing,Sporty,0.0,Non-restrictive,Coat,Green,Polyester,XL,missing,Formal,0.0,Non-restrictive,1
33,9.3,91.4,29.2,0.0,missing,465.0,Sweatshirt,471.0,Shorts,3.25,Sweatshirt,Gray,Polyester,M,missing,Casual,0.0,Quick-drying,Shorts,Blue,Wool,L,missing,Sporty,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
33,9.3,91.4,29.2,468.0,Coat,-1.0,missing,472.0,Skirt,3.02,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Black,Wool,XS,missing,Evening,0.0,missing,Coat,Green,Polyester,XL,missing,Formal,0.0,Non-restrictive,1
33,9.3,91.4,29.2,468.0,Coat,-1.0,missing,473.0,Skirt,3.02,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Black,Linen,XL,missing,Evening,0.0,missing,Coat,Green,Polyester,XL,missing,Formal,0.0,Non-restrictive,1
34,17.5,59.3,22.0,0.0,missing,478.0,Blazer,486.0,Skirt,1.05,Blazer,Red,Polyester,M,missing,Formal,1.0,missing,Skirt,Red,Wool,XS,missing,Sporty,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
34,17.5,59.3,22.0,0.0,missing,478.0,Blazer,482.0,Skirt,0.93,Blazer,Red,Polyester,M,missing,Formal,1.0,missing,Skirt,Beige,Denim,L,missing,Casual,1.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
34,17.5,59.3,22.0,481.0,Coat,-1.0,missing,482.0,Skirt,0.89,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Beige,Denim,L,missing,Casual,1.0,Breathable,Coat,Gray,Linen,S,missing,Casual,1.0,Anti-chafing,1
34,17.5,59.3,22.0,0.0,missing,480.0,Sweatshirt,483.0,Trousers,0.73,Sweatshirt,Green,Polyester,XL,missing,Formal,0.0,missing,Trousers,Green,Cotton,XS,missing,Formal,0.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
34,17.5,59.3,22.0,0.0,missing,478.0,Blazer,484.0,Skirt,0.65,Blazer,Red,Polyester,M,missing,Formal,1.0,missing,Skirt,Beige,Wool,M,missing,Formal,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
35,17.2,93.7,26.4,488.0,Jacket,-1.0,missing,497.0,Trousers,2.22,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,White,Cotton,XS,missing,Evening,0.0,Non-restrictive,Jacket,White,Polyester,M,missing,Sporty,0.0,Quick-drying,1
35,17.2,93.7,26.4,488.0,Jacket,-1.0,missing,495.0,Skirt,2.12,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Denim,M,missing,Evening,1.0,Non-restrictive,Jacket,White,Polyester,M,missing,Sporty,0.0,Quick-drying,1
35,17.2,93.7,26.4,488.0,Jacket,-1.0,missing,496.0,Skirt,2.11,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Red,Leather,M,missing,Sporty,0.0,Quick-drying,Jacket,White,Polyester,M,missing,Sporty,0.0,Quick-drying,1
35,17.2,93.7,26.4,0.0,missing,499.0,Sweatshirt,495.0,Skirt,2.11,Sweatshirt,Gray,Leather,XXL,missing,Sporty,0.0,missing,Skirt,Green,Denim,M,missing,Evening,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
35,17.2,93.7,26.4,488.0,Jacket,-1.0,missing,493.0,Shorts,2.11,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Beige,Polyester,L,missing,Sporty,0.0,missing,Jacket,White,Polyester,M,missing,Sporty,0.0,Quick-drying,1
36,1.3,54.8,15.7,505.0,Jacket,-1.0,missing,509.0,Shorts,4.17,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Gray,Wool,XXL,missing,Sporty,0.0,missing,Jacket,Blue,Wool,M,missing,Evening,0.0,missing,1
36,1.3,54.8,15.7,505.0,Jacket,-1.0,missing,514.0,Trousers,3.9,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Black,Linen,XXL,missing,Formal,1.0,Non-restrictive,Jacket,Blue,Wool,M,missing,Evening,0.0,missing,1
36,1.3,54.8,15.7,504.0,Coat,-1.0,missing,514.0,Trousers,3.88,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Black,Linen,XXL,missing,Formal,1.0,Non-restrictive,Coat,White,Polyester,XXL,missing,Evening,0.0,Non-restrictive,1
36,1.3,54.8,15.7,504.0,Coat,-1.0,missing,511.0,Trousers,3.76,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,White,Denim,XS,missing,Sporty,1.0,missing,Coat,White,Polyester,XXL,missing,Evening,0.0,Non-restrictive,1
36,1.3,54.8,15.7,505.0,Jacket,-1.0,missing,511.0,Trousers,3.63,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,White,Denim,XS,missing,Sporty,1.0,missing,Jacket,Blue,Wool,M,missing,Evening,0.0,missing,1
37,29.8,4.5,24.6,527.0,Coat,-1.0,missing,525.0,Trousers,2.51,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Green,Polyester,XL,missing,Evening,1.0,missing,Coat,Green,Leather,S,missing,Evening,1.0,Quick-drying,1
37,29.8,4.5,24.6,0.0,missing,518.0,T-shirt,521.0,Skirt,2.21,T-shirt,White,Wool,M,missing,Sporty,1.0,Quick-drying,Skirt,White,Polyester,XL,missing,Sporty,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
37,29.8,4.5,24.6,0.0,missing,518.0,T-shirt,522.0,Skirt,2.21,T-shirt,White,Wool,M,missing,Sporty,1.0,Quick-drying,Skirt,White,Linen,XS,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
37,29.8,4.5,24.6,0.0,missing,528.0,Sweatshirt,524.0,Trousers,2.2,Sweatshirt,Blue,Linen,XXL,missing,Evening,0.0,missing,Trousers,Blue,Polyester,XXL,missing,Evening,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
37,29.8,4.5,24.6,527.0,Coat,-1.0,missing,524.0,Trousers,2.09,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Blue,Polyester,XXL,missing,Evening,0.0,Non-restrictive,Coat,Green,Leather,S,missing,Evening,1.0,Quick-drying,1
38,19.7,16.8,22.0,550.0,Jacket,-1.0,missing,548.0,Skirt,1.32,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Denim,XL,missing,Formal,1.0,Breathable,Jacket,Green,Linen,XL,missing,Evening,1.0,missing,1
38,19.7,16.8,22.0,0.0,missing,538.0,Sweater,548.0,Skirt,1.31,Sweater,Green,Linen,XL,missing,Evening,1.0,Insulated,Skirt,Green,Denim,XL,missing,Formal,1.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
38,19.7,16.8,22.0,0.0,missing,544.0,Blazer,541.0,Skirt,1.02,Blazer,Red,Linen,M,missing,Casual,0.0,Quick-drying,Skirt,Red,Polyester,L,missing,Evening,1.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
38,19.7,16.8,22.0,0.0,missing,535.0,Sweatshirt,541.0,Skirt,1.01,Sweatshirt,Red,Wool,XXL,missing,Formal,0.0,Breathable,Skirt,Red,Polyester,L,missing,Evening,1.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
38,19.7,16.8,22.0,550.0,Jacket,-1.0,missing,541.0,Skirt,0.91,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Red,Polyester,L,missing,Evening,1.0,Anti-chafing,Jacket,Green,Linen,XL,missing,Evening,1.0,missing,1
39,25.2,68.3,8.8,0.0,missing,558.0,Blazer,562.0,Skirt,3.3,Blazer,Black,Linen,XL,missing,Evening,0.0,Non-restrictive,Skirt,White,Cotton,XL,missing,Casual,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
39,25.2,68.3,8.8,0.0,missing,554.0,Sweatshirt,562.0,Skirt,3.01,Sweatshirt,Gray,Linen,L,missing,Casual,1.0,missing,Skirt,White,Cotton,XL,missing,Casual,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
39,25.2,68.3,8.8,0.0,missing,557.0,T-shirt,562.0,Skirt,2.73,T-shirt,Blue,Linen,S,missing,Casual,0.0,missing,Skirt,White,Cotton,XL,missing,Casual,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
39,25.2,68.3,8.8,0.0,missing,556.0,Blazer,562.0,Skirt,2.69,Blazer,Black,Denim,L,missing,Formal,0.0,Non-restrictive,Skirt,White,Cotton,XL,missing,Casual,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
39,25.2,68.3,8.8,0.0,missing,558.0,Blazer,561.0,Trousers,2.53,Blazer,Black,Linen,XL,missing,Evening,0.0,Non-restrictive,Trousers,Black,Linen,XS,missing,Evening,1.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
40,23.0,16.8,7.7,0.0,missing,565.0,T-shirt,572.0,Skirt,1.52,T-shirt,Black,Cotton,S,missing,Casual,1.0,Non-restrictive,Skirt,Green,Cotton,M,missing,Evening,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
40,23.0,16.8,7.7,0.0,missing,564.0,Sweatshirt,572.0,Skirt,1.36,Sweatshirt,Green,Linen,XL,missing,Casual,0.0,Quick-drying,Skirt,Green,Cotton,M,missing,Evening,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
40,23.0,16.8,7.7,0.0,missing,565.0,T-shirt,570.0,Skirt,1.34,T-shirt,Black,Cotton,S,missing,Casual,1.0,Non-restrictive,Skirt,Black,Linen,XL,missing,Evening,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
40,23.0,16.8,7.7,0.0,missing,568.0,Sweater,572.0,Skirt,1.34,Sweater,Green,Wool,L,missing,Sporty,0.0,Quick-drying,Skirt,Green,Cotton,M,missing,Evening,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
40,23.0,16.8,7.7,0.0,missing,565.0,T-shirt,571.0,Skirt,1.21,T-shirt,Black,Cotton,S,missing,Casual,1.0,Non-restrictive,Skirt,Gray,Linen,XXL,missing,Sporty,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
41,4.6,90.6,12.8,0.0,missing,579.0,Blazer,583.0,Skirt,4.66,Blazer,White,Wool,M,missing,Casual,0.0,missing,Skirt,White,Wool,XL,missing,Formal,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
41,4.6,90.6,12.8,0.0,missing,576.0,Blazer,583.0,Skirt,4.65,Blazer,White,Polyester,XXL,missing,Casual,0.0,missing,Skirt,White,Wool,XL,missing,Formal,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
41,4.6,90.6,12.8,578.0,Coat,-1.0,missing,583.0,Skirt,4.64,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,White,Wool,XL,missing,Formal,0.0,Non-restrictive,Coat,White,Leather,XL,missing,Formal,0.0,Breathable,1
41,4.6,90.6,12.8,0.0,missing,587.0,Shirt,583.0,Skirt,4.52,Shirt,Green,Wool,XS,missing,Casual,0.0,Non-restrictive,Skirt,White,Wool,XL,missing,Formal,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
41,4.6,90.6,12.8,0.0,missing,579.0,Blazer,582.0,Trousers,4.34,Blazer,White,Wool,M,missing,Casual,0.0,missing,Trousers,White,Wool,S,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
42,24.8,58.5,29.3,595.0,Jacket,-1.0,missing,600.0,Skirt,2.81,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Beige,Denim,M,missing,Formal,0.0,Quick-drying,Jacket,Beige,Wool,S,missing,Sporty,1.0,Waterproof,1
42,24.8,58.5,29.3,595.0,Jacket,-1.0,missing,596.0,Trousers,2.39,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,White,Linen,XXL,missing,Sporty,0.0,Quick-drying,Jacket,Beige,Wool,S,missing,Sporty,1.0,Waterproof,1
42,24.8,58.5,29.3,595.0,Jacket,-1.0,missing,599.0,Skirt,2.11,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Black,Denim,L,missing,Casual,0.0,Non-restrictive,Jacket,Beige,Wool,S,missing,Sporty,1.0,Waterproof,1
42,24.8,58.5,29.3,606.0,Jacket,-1.0,missing,600.0,Skirt,2.1,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Beige,Denim,M,missing,Formal,0.0,Quick-drying,Jacket,Red,Wool,XS,missing,Evening,0.0,Quick-drying,1
42,24.8,58.5,29.3,595.0,Jacket,-1.0,missing,602.0,Skirt,2.1,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,White,Polyester,XXL,missing,Casual,1.0,missing,Jacket,Beige,Wool,S,missing,Sporty,1.0,Waterproof,1
43,21.1,35.9,28.4,0.0,missing,620.0,Sweatshirt,621.0,Trousers,1.62,Sweatshirt,Gray,Polyester,S,missing,Sporty,1.0,missing,Trousers,Gray,Wool,S,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
43,21.1,35.9,28.4,0.0,missing,620.0,Sweatshirt,614.0,Shorts,1.61,Sweatshirt,Gray,Polyester,S,missing,Sporty,1.0,missing,Shorts,Gray,Cotton,S,missing,Sporty,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
43,21.1,35.9,28.4,0.0,missing,620.0,Sweatshirt,623.0,Shorts,1.49,Sweatshirt,Gray,Polyester,S,missing,Sporty,1.0,missing,Shorts,Beige,Cotton,L,missing,Casual,1.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
43,21.1,35.9,28.4,0.0,missing,620.0,Sweatshirt,622.0,Trousers,1.48,Sweatshirt,Gray,Polyester,S,missing,Sporty,1.0,missing,Trousers,Blue,Denim,S,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
43,21.1,35.9,28.4,0.0,missing,620.0,Sweatshirt,616.0,Trousers,1.48,Sweatshirt,Gray,Polyester,S,missing,Sporty,1.0,missing,Trousers,Blue,Polyester,M,missing,Evening,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
44,29.7,52.5,13.1,634.0,Coat,-1.0,missing,630.0,Skirt,4.22,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Linen,M,missing,Evening,0.0,Quick-drying,Coat,Gray,Cotton,XXL,missing,Formal,1.0,Quick-drying,1
44,29.7,52.5,13.1,625.0,Jacket,-1.0,missing,630.0,Skirt,4.2,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Linen,M,missing,Evening,0.0,Quick-drying,Jacket,Black,Linen,S,missing,Sporty,1.0,Quick-drying,1
44,29.7,52.5,13.1,625.0,Jacket,-1.0,missing,631.0,Skirt,3.4,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Black,Cotton,XL,missing,Sporty,0.0,missing,Jacket,Black,Linen,S,missing,Sporty,1.0,Quick-drying,1
44,29.7,52.5,13.1,0.0,missing,624.0,Sweatshirt,630.0,Skirt,3.32,Sweatshirt,Blue,Leather,S,missing,Formal,0.0,Quick-drying,Skirt,Green,Linen,M,missing,Evening,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
44,29.7,52.5,13.1,634.0,Coat,-1.0,missing,631.0,Skirt,3.01,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Black,Cotton,XL,missing,Sporty,0.0,missing,Coat,Gray,Cotton,XXL,missing,Formal,1.0,Quick-drying,1
45,7.7,62.6,21.0,638.0,Jacket,-1.0,missing,647.0,Shorts,2.37,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Blue,Leather,M,missing,Casual,0.0,missing,Jacket,Gray,Cotton,XXL,missing,Formal,0.0,Waterproof,1
45,7.7,62.6,21.0,638.0,Jacket,-1.0,missing,641.0,Skirt,2.36,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Denim,XXL,missing,Evening,0.0,Anti-chafing,Jacket,Gray,Cotton,XXL,missing,Formal,0.0,Waterproof,1
45,7.7,62.6,21.0,638.0,Jacket,-1.0,missing,644.0,Trousers,2.12,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Black,Leather,XL,missing,Casual,0.0,Anti-chafing,Jacket,Gray,Cotton,XXL,missing,Formal,0.0,Waterproof,1
45,7.7,62.6,21.0,638.0,Jacket,-1.0,missing,645.0,Trousers,2.11,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Beige,Polyester,XS,missing,Casual,0.0,missing,Jacket,Gray,Cotton,XXL,missing,Formal,0.0,Waterproof,1
45,7.7,62.6,21.0,638.0,Jacket,-1.0,missing,642.0,Trousers,2.1,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Beige,Cotton,XXL,missing,Sporty,0.0,missing,Jacket,Gray,Cotton,XXL,missing,Formal,0.0,Waterproof,1
46,26.9,42.9,11.6,0.0,missing,651.0,Sweater,654.0,Trousers,2.23,Sweater,Blue,Leather,XXL,missing,Casual,1.0,missing,Trousers,Blue,Polyester,XL,missing,Sporty,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
46,26.9,42.9,11.6,0.0,missing,648.0,Sweatshirt,654.0,Trousers,2.11,Sweatshirt,Red,Cotton,XXL,missing,Casual,0.0,Insulated,Trousers,Blue,Polyester,XL,missing,Sporty,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
46,26.9,42.9,11.6,0.0,missing,652.0,Sweatshirt,654.0,Trousers,2.1,Sweatshirt,Gray,Denim,L,missing,Casual,0.0,Non-restrictive,Trousers,Blue,Polyester,XL,missing,Sporty,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
46,26.9,42.9,11.6,650.0,Coat,-1.0,missing,654.0,Trousers,2.08,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Blue,Polyester,XL,missing,Sporty,0.0,Breathable,Coat,Gray,Leather,M,missing,Formal,0.0,Non-restrictive,1
46,26.9,42.9,11.6,0.0,missing,648.0,Sweatshirt,657.0,Trousers,1.93,Sweatshirt,Red,Cotton,XXL,missing,Casual,0.0,Insulated,Trousers,Red,Linen,S,missing,Evening,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
47,24.6,26.9,29.5,0.0,missing,664.0,Sweatshirt,667.0,Trousers,1.61,Sweatshirt,Red,Wool,XS,missing,Formal,0.0,missing,Trousers,Red,Leather,S,missing,Casual,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
47,24.6,26.9,29.5,663.0,Jacket,-1.0,missing,674.0,Skirt,1.33,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Leather,M,missing,Sporty,0.0,Anti-chafing,Jacket,Blue,Cotton,XL,missing,Formal,0.0,Quick-drying,1
47,24.6,26.9,29.5,673.0,Jacket,-1.0,missing,674.0,Skirt,1.32,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Leather,M,missing,Sporty,0.0,Anti-chafing,Jacket,Blue,Linen,L,missing,Casual,0.0,missing,1
47,24.6,26.9,29.5,0.0,missing,671.0,Sweatshirt,670.0,Skirt,1.3,Sweatshirt,Gray,Cotton,XXL,missing,Evening,0.0,Anti-chafing,Skirt,Gray,Denim,XL,missing,Evening,0.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
47,24.6,26.9,29.5,672.0,Coat,-1.0,missing,669.0,Shorts,1.29,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Green,Linen,L,missing,Evening,0.0,Anti-chafing,Coat,Green,Denim,S,missing,Evening,0.0,Breathable,1
48,12.7,23.0,21.1,0.0,missing,681.0,Blazer,685.0,Shorts,2.23,Blazer,Blue,Leather,L,missing,Evening,1.0,missing,Shorts,Blue,Cotton,L,missing,Sporty,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
48,12.7,23.0,21.1,0.0,missing,681.0,Blazer,692.0,Trousers,2.22,Blazer,Blue,Leather,L,missing,Evening,1.0,missing,Trousers,Blue,Leather,XS,missing,Sporty,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
48,12.7,23.0,21.1,0.0,missing,681.0,Blazer,683.0,Skirt,2.1,Blazer,Blue,Leather,L,missing,Evening,1.0,missing,Skirt,Beige,Denim,S,missing,Sporty,1.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
48,12.7,23.0,21.1,680.0,Coat,-1.0,missing,685.0,Shorts,1.93,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Blue,Cotton,L,missing,Sporty,0.0,Breathable,Coat,Blue,Denim,S,missing,Evening,0.0,missing,1
48,12.7,23.0,21.1,680.0,Coat,-1.0,missing,692.0,Trousers,1.92,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Blue,Leather,XS,missing,Sporty,0.0,missing,Coat,Blue,Denim,S,missing,Evening,0.0,missing,1
49,21.7,68.1,9.0,710.0,Jacket,-1.0,missing,702.0,Skirt,1.33,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Red,Linen,XXL,missing,Casual,0.0,Non-restrictive,Jacket,Red,Linen,XS,missing,Evening,0.0,Non-restrictive,1
49,21.7,68.1,9.0,707.0,Jacket,-1.0,missing,698.0,Skirt,1.32,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Denim,XL,missing,Evening,0.0,Non-restrictive,Jacket,Blue,Linen,XS,missing,Evening,0.0,Non-restrictive,1
49,21.7,68.1,9.0,708.0,Coat,-1.0,missing,702.0,Skirt,1.32,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Red,Linen,XXL,missing,Casual,0.0,Non-restrictive,Coat,Red,Wool,XS,missing,Formal,1.0,Anti-chafing,1
49,21.7,68.1,9.0,0.0,missing,697.0,Blazer,702.0,Skirt,1.32,Blazer,Red,Wool,XL,missing,Casual,1.0,missing,Skirt,Red,Linen,XXL,missing,Casual,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
49,21.7,68.1,9.0,0.0,missing,696.0,Sweater,702.0,Skirt,1.32,Sweater,Red,Polyester,XXL,missing,Formal,0.0,Non-restrictive,Skirt,Red,Linen,XXL,missing,Casual,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
50,0.4,15.4,13.6,713.0,Jacket,-1.0,missing,718.0,Shorts,5.08,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Blue,Leather,XXL,missing,Evening,1.0,Non-restrictive,Jacket,Gray,Wool,S,missing,Evening,0.0,Insulated,1
50,0.4,15.4,13.6,713.0,Jacket,-1.0,missing,720.0,Shorts,4.93,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Gray,Polyester,XS,missing,Sporty,1.0,missing,Jacket,Gray,Wool,S,missing,Evening,0.0,Insulated,1
50,0.4,15.4,13.6,713.0,Jacket,-1.0,missing,721.0,Trousers,4.61,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Gray,Denim,S,missing,Sporty,0.0,Anti-chafing,Jacket,Gray,Wool,S,missing,Evening,0.0,Insulated,1
50,0.4,15.4,13.6,713.0,Jacket,-1.0,missing,719.0,Skirt,4.5,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Leather,XS,missing,Casual,0.0,Non-restrictive,Jacket,Gray,Wool,S,missing,Evening,0.0,Insulated,1
50,0.4,15.4,13.6,0.0,missing,712.0,Sweatshirt,718.0,Shorts,4.47,Sweatshirt,Gray,Leather,XXL,missing,Sporty,0.0,Insulated,Shorts,Blue,Leather,XXL,missing,Evening,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
1,10.9,8.3,4.8,0.0,missing,5.0,T-shirt,6.0,Shorts,2.67,T-shirt,Blue,Wool,S,missing,Evening,1.0,Non-restrictive,Shorts,Gray,Denim,M,missing,Sporty,1.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
1,10.9,8.3,4.8,0.0,missing,3.0,Sweater,6.0,Shorts,2.53,Sweater,Gray,Leather,S,missing,Evening,1.0,missing,Shorts,Gray,Denim,M,missing,Sporty,1.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
1,10.9,8.3,4.8,0.0,missing,5.0,T-shirt,9.0,Skirt,2.12,T-shirt,Blue,Wool,S,missing,Evening,1.0,Non-restrictive,Skirt,Red,Linen,XL,missing,Sporty,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
1,10.9,8.3,4.8,0.0,missing,5.0,T-shirt,11.0,Skirt,2.12,T-shirt,Blue,Wool,S,missing,Evening,1.0,Non-restrictive,Skirt,Red,Polyester,S,missing,Evening,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
1,10.9,8.3,4.8,0.0,missing,5.0,T-shirt,10.0,Shorts,2.11,T-shirt,Blue,Wool,S,missing,Evening,1.0,Non-restrictive,Shorts,Red,Polyester,XXL,missing,Formal,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
2,14.0,33.2,8.1,0.0,missing,31.0,Sweatshirt,27.0,Trousers,2.7,Sweatshirt,Green,Linen,S,missing,Formal,0.0,Quick-drying,Trousers,Beige,Wool,XXL,missing,Evening,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
2,14.0,33.2,8.1,0.0,missing,31.0,Sweatshirt,21.0,Skirt,2.69,Sweatshirt,Green,Linen,S,missing,Formal,0.0,Quick-drying,Skirt,Beige,Leather,M,missing,Evening,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
2,14.0,33.2,8.1,0.0,missing,31.0,Sweatshirt,26.0,Trousers,2.67,Sweatshirt,Green,Linen,S,missing,Formal,0.0,Quick-drying,Trousers,Blue,Cotton,XXL,missing,Casual,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
2,14.0,33.2,8.1,12.0,Coat,-1.0,missing,26.0,Trousers,2.66,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Blue,Cotton,XXL,missing,Casual,0.0,Quick-drying,Coat,Gray,Linen,XS,missing,Evening,1.0,Anti-chafing,1
2,14.0,33.2,8.1,0.0,missing,13.0,Sweatshirt,27.0,Trousers,2.54,Sweatshirt,Beige,Leather,S,missing,Evening,0.0,Anti-chafing,Trousers,Beige,Wool,XXL,missing,Evening,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
